web3bugs_id,mvbench_sheet,oracle_id,source_dataset,source_category,source_subcategory,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,finding_title,source_root_cause,source_exploitation_method,source_fix_strategy,evidence_source,overlaps_mvscan_eval_repo,mvbench_candidate_rows,annotator_1_semantic_label,annotator_1_mvsi_subtype,annotator_1_strict_b0_match,annotator_1_matched_b0_bucket_id,annotator_1_fn_reason,annotator_1_notes
104,104core-contracts,WEB3BUGS-104-H-08,Code4rena,High,L8,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/80,2022-03-joyn#h-08,2022-03-joyn,H-08,joyn,Funds cannot be withdrawn in CoreCollection.withdraw,"withdraw uses transferFrom(address(this), msg.sender, amount) instead of transfer.",ERC20 allowance requirements can make the collection unable to withdraw its own funds.,Use transfer for self-held tokens or SafeERC20.safeTransfer.,Web3Bugs report 104.md; Code4rena report; GitHub issue 80; CoreCollection.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=CoreCollection should use the correct ERC20 method to move its own token balance. | entities=CoreCollection token balance, ERC20 allowance | primary=CoreCollection token balance | external_proxy=ERC20 allowance semantics | desync=withdraw calls transferFrom without self-allowance. | sink=transfer | impact=DoS | attacker=privileged | label_notes=Wrong ERC20 method: transferFrom instead of transfer; compatibility/API misuse, not stale state. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-H-09,Code4rena,High,L8,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/83,2022-03-joyn#h-09,2022-03-joyn,H-09,joyn,ERC20 tokens with no return value will fail to transfer,RoyaltyVault uses ERC20 interface calls that expect boolean return data.,Non-standard ERC20 tokens with no return value can revert despite successful transfer semantics.,Use SafeERC20.,Web3Bugs report 104.md; Code4rena report; GitHub issue 83; RoyaltyVault.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Token transfer wrappers should handle non-standard ERC20 return behavior. | entities=ERC20 return data | primary=ERC20 call return data | external_proxy=non-standard ERC20 token | desync=transfer call expects return data that may not exist. | sink=external-call | impact=DoS | attacker=unprivileged | label_notes=ERC20 no-return compatibility issue, not stale or coupled state. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-01,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/33,2022-03-joyn#m-01,2022-03-joyn,M-01,joyn,DoS: Attacker May Front-Run createSplit() With A merkleRoot Causing Future Transactions With The Same merkleRoot to Revert,createSplit uses merkleRoot as CREATE2 salt.,Attacker front-runs with the same merkleRoot/salt so the legitimate split deployment reverts.,Remove salt or include msg.sender/project-specific data in salt.,Web3Bugs report 104.md; Code4rena report; GitHub issue 33; SplitFactory.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Split deployment salt should not be front-runnable by unrelated users. | entities=merkleRoot salt, deployed split address | primary=merkleRoot salt | external_proxy=mempool ordering | desync=Front-runner consumes the same CREATE2 salt before legitimate transaction. | sink=storage-write | impact=DoS | attacker=unprivileged | label_notes=CREATE2/merkleRoot front-running DoS, not state desynchronization. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-02,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/8,2022-03-joyn#m-02,2022-03-joyn,M-02,joyn,Fixed Amount of Gas Sent in Call May Be Insufficient,attemptETHTransfer uses a fixed 30000 gas stipend.,Receiver contracts or future gas repricing may make ETH withdrawals fail.,Avoid fixed gas stipend and use reentrancy guards / CEI.,Web3Bugs report 104.md; Code4rena report; GitHub issue 8; Splitter.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=ETH transfer path should remain compatible with receiver gas needs. | entities=fixed gas stipend | primary=fixed gas stipend | external_proxy=receiver contract gas costs | desync=attemptETHTransfer forwards fixed gas to receiver. | sink=external-call | impact=DoS | attacker=unprivileged | label_notes=Fixed gas stipend issue, not state inconsistency. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-03,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/130,2022-03-joyn#m-03,2022-03-joyn,M-03,joyn,RoyaltyVault.sol is Not Equipped to Handle On-Chain Royalties From Secondary Sales,Protocol lacks on-chain secondary-sale royalty handling despite docs/intent.,Secondary royalties depend on off-chain marketplace configuration and can be bypassed on other marketplaces.,Implement on-chain royalty support such as ERC2981.,Web3Bugs report 104.md; Code4rena report; GitHub issue 130; README.md; RoyaltyVault.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,invariant=Royalty vault should support intended secondary-sale royalty flows. | entities=royalty implementation | primary=royalty implementation | external_proxy=marketplace royalty behavior | desync=Secondary-sale royalties are not implemented on-chain. | sink=other | impact=underpayment | attacker=unprivileged | label_notes=Missing on-chain royalty support; missing functionality rather than stale coupled state. | strict_match=Not in MV-SI recall denominator.
104,104core-contracts,WEB3BUGS-104-M-04,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/26,2022-03-joyn#m-04,2022-03-joyn,M-04,joyn,createProject can be frontrun,Anyone can call createProject for an available project id.,Attacker front-runs project creation and becomes collection owner.,Use whitelist or signed authorization for project creation.,Web3Bugs report 104.md; Code4rena report; GitHub issue 26; CoreFactory.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Project ownership should bind to the intended creator, not first mempool caller. | entities=project id availability, project owner | primary=project owner | external_proxy=mempool ordering | desync=Attacker consumes available project id before intended user. | sink=storage-write | impact=governance | attacker=unprivileged | label_notes=Project creation front-running / ownership capture. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-05,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/27,2022-03-joyn#m-05,2022-03-joyn,M-05,joyn,Gas costs will likely result in any fees sent to the Splitter being economically unviable to recover,"Each NFT sale can create a separate splitter window, forcing costly per-window claims.",Royalty recipients may spend more gas claiming small per-window fees than the fees are worth.,Remove or redesign window mechanism; make royalty splitting asynchronous/aggregated.,Web3Bugs report 104.md; Code4rena report; GitHub issue 27; CoreCollection.sol; RoyaltyVault.sol; Splitter.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Royalty claim design should not make normal fees economically unrecoverable. | entities=currentWindow, per-window claims | primary=currentWindow | external_proxy=gas costs | desync=Window-per-sale design forces many small claims. | sink=reward | impact=underpayment | attacker=unprivileged | label_notes=Gas/economic impracticality from per-window claims, not stale state. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-06,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/37,2022-03-joyn#m-06,2022-03-joyn,M-06,joyn,CoreCollection's token transfer can be disabled,Royalty splitting during token transfer assumes royaltyAsset handles zero transfers and direct tiny balances safely.,Attacker manipulates RoyaltyVault balance to one wei so sendToSplitter attempts zero/invalid transfers and blocks NFT transfers for certain tokens.,"Make sendToSplitter fail-safe, add thresholds, or avoid requiring royalty distribution during NFT transfers.",Web3Bugs report 104.md; Code4rena report; GitHub issue 37; CoreCollection.sol; RoyaltyVault.sol; Splitter.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=NFT transfers should not depend on fragile immediate royalty split execution for arbitrary ERC20s. | entities=RoyaltyVault balance, platformShare, splitterShare | primary=RoyaltyVault balance | external_proxy=zero-transfer-reverting token | desync=Direct tiny transfer manipulates balance assumptions and makes transfer hook revert. | sink=transfer | impact=DoS | attacker=unprivileged | label_notes=Token compatibility / transfer-disable DoS through zero-transfer behavior and direct-balance assumptions, not strict MV-SI. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-07,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/43,2022-03-joyn#m-07,2022-03-joyn,M-07,joyn,Ineffective Handling of FoT or Rebasing Tokens,RoyaltyVault records nominal splitterShare in Splitter windows rather than actual tokens received after transfer.,"FoT/rebasing tokens make Splitter balance diverge from recorded window amount, causing overclaims, underclaims, or stuck funds.",Measure Splitter balance before/after transfer and increment window by actual received amount; document unsupported tokens if not supported.,Web3Bugs report 104.md; Code4rena report; GitHub issue 43; RoyaltyVault.sol; Splitter.sol,yes,,MV-SI,Type-II-asset-utility,no,NA-no-strict-B0-match,FN0-no-same-finding-tag-row,"invariant=Splitter recorded window amount must equal actual Splitter token balance increase for that window. | entities=splitterShare, Splitter token balance, balanceForWindow | primary=actual Splitter token balance increase | counterpart=balanceForWindow nominal window amount | external_proxy=FoT/rebasing token balance behavior | desync=sendToSplitter transfers nominal splitterShare then incrementWindow records the nominal amount without synchronizing to actual received balance. | sink=accounting | impact=loss | attacker=unprivileged | label_notes=Real multi-state accounting desync: nominal splitterShare / recorded window amount can diverge from actual Splitter token balance for FoT/rebasing tokens. | strict_match=No same-finding MV-Bench row was found for Splitter nominal-share/actual-balance FoT/rebasing accounting."
104,104core-contracts,WEB3BUGS-104-M-08,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/50,2022-03-joyn#m-08,2022-03-joyn,M-08,joyn,"CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches",startingIndex randomness uses predictable block.number-derived data.,Users can predict future starting indexes and game NFT minting to target rare items.,Use stronger randomness such as commit-reveal or VRF-like source.,Web3Bugs report 104.md; Code4rena report; GitHub issue 50; CoreCollection.sol,yes,"sheet=104core-contracts | row=2 | abl=B0 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:261  (CoreCollection.('mint', ['address'], ['uint256'])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=3 | abl=B1 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=4 | abl=B2 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=5 | abl=B3 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:231  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256'])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=6 | abl=B4 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:261  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:231  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=7 | abl=B6 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches”",other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=NFT starting index should be unpredictable before mint ordering decisions. | entities=startingIndex, block.number | primary=startingIndex | external_proxy=block metadata | desync=Predictable entropy is consumed to set startingIndex. | sink=storage-write | impact=loss | attacker=unprivileged | label_notes=Weak randomness / gameable starting index. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-09,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/53,2022-03-joyn#m-09,2022-03-joyn,M-09,joyn,Differing percentage denominators causes confusion and potentially brick claims,Code defines PERCENTAGE_SCALE differently from denominator actually used in calculations.,"Users may build Merkle splits with the wrong denominator, causing claim amounts to exceed funds and fail.",Remove unused PERCENTAGE_SCALE or align denominator constants and docs.,Web3Bugs report 104.md; Code4rena report; GitHub issue 53; Splitter.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Percentage denominator used in split proofs should match the contract's calculation denominator. | entities=PERCENTAGE_SCALE, denominator 10000 | primary=percentage denominator | external_proxy=Merkle split data | desync=Incorrect denominator is used to compute claim amounts. | sink=accounting | impact=DoS | attacker=unprivileged | label_notes=Percentage denominator/formula mismatch; not update desynchronization. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-10,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/112,2022-03-joyn#m-10,2022-03-joyn,M-10,joyn,Add a timelock to setPlatformFee(),Critical platform fee changes lack timelock delay.,Users cannot react before privileged fee changes take effect.,Add timelock to setPlatformFee.,Web3Bugs report 104.md; Code4rena report; GitHub issue 112; SplitFactory.sol; RoyaltyVault.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,invariant=Critical governance fee changes should be delayed. | entities=platformFee | primary=platformFee | external_proxy=owner action | desync=Owner changes platformFee immediately. | sink=governance | impact=governance | attacker=privileged | label_notes=Missing timelock / governance-risk recommendation. | strict_match=Not in MV-SI recall denominator.
104,104core-contracts,WEB3BUGS-104-M-11,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/81,2022-03-joyn#m-11,2022-03-joyn,M-11,joyn,Not handling return value of transferFrom command can create inconsistency,transferFrom return value is unchecked before emitting events.,"If transferFrom fails by returning false, protocol emits events that downstream systems may treat as successful transfer/payment.",Require transferFrom success before emitting success events.,Web3Bugs report 104.md; Code4rena report; GitHub issue 81; CoreCollection.sol; ERC721Payable.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Events should reflect actual successful token transfer state. | entities=transferFrom return value, emitted event | primary=transferFrom success | counterpart=event log | external_proxy=ERC20 return value | desync=Function emits event after unchecked transferFrom failure. | sink=other | impact=accounting | attacker=unprivileged | label_notes=False event emission after unchecked transferFrom; event/log inconsistency, not protocol storage MV/SV state. | strict_match=Not in MV-SI recall denominator."
104,104core-contracts,WEB3BUGS-104-M-12,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/73,2022-03-joyn#m-12,2022-03-joyn,M-12,joyn,"CoreCollection.setRoyaltyVault doesn't check royaltyVault.royaltyAsset against payableToken, resulting in potential permanent lock of payableTokens in RoyaltyVault",CoreCollection can bind to a RoyaltyVault whose royaltyAsset differs from the collection payableToken.,"Minting fees in payableToken are transferred to an incompatible RoyaltyVault that only distributes royaltyAsset, permanently locking payableToken funds.",Check payableToken equals RoyaltyVault.royaltyAsset before setting royaltyVault.,Web3Bugs report 104.md; Code4rena report; GitHub issue 73; CoreCollection.sol; ERC721Payable.sol; RoyaltyVault.sol,yes,,MV-SI,Type-III-governance-config,no,NA-no-strict-B0-match,FN0-no-same-finding-tag-row,"invariant=CoreCollection.payableToken must equal RoyaltyVault.royaltyAsset for fee routing to be withdrawable/distributable. | entities=CoreCollection.payableToken, RoyaltyVault.royaltyAsset, royaltyVault address | primary=CoreCollection.payableToken | counterpart=RoyaltyVault.royaltyAsset | external_proxy=RoyaltyVault config state | desync=setRoyaltyVault binds a vault without synchronizing/checking its royaltyAsset against payableToken; _handlePayment later sends payableToken to that vault. | sink=transfer | impact=loss | attacker=privileged | label_notes=Cross-contract configuration-state invariant: CoreCollection.payableToken must equal RoyaltyVault.royaltyAsset; mismatch can permanently lock minting fees. | strict_match=No same-finding MV-Bench row was found for payableToken/royaltyAsset configuration mismatch."
60,60protocol,WEB3BUGS-60-H-01,Code4rena,High,S6-4,2022-01-24,https://github.com/code-423n4/2021-12-perennial-findings/issues/18,2021-12-perennial#h-01,2021-12-perennial,H-01,perennial,Wrong shortfall calculation,OptimisticLedger.settleAccount double-adds existing shortfall when computing a new shortfall.,"Settling an account with negative balance inflates global shortfall beyond the actual deficit, blocking correct withdrawals unless funds are donated.",Assign the computed shortfall once instead of adding the previous shortfall twice.,Web3Bugs report 60.md; Code4rena report; GitHub issue 18; OptimisticLedger.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Global shortfall should equal the sum of unresolved account deficits. | entities=shortfall arithmetic expression | primary=OptimisticLedger.shortfall | counterpart=account balance deficit | desync=settleAccount computes shortfall as existing shortfall plus new deficit, then adds that computed value back into self.shortfall. | sink=accounting | impact=loss | attacker=unprivileged | label_notes=Arithmetic/accounting formula error. It does not require stale or desynchronized multi-state entities. | strict_match=Not in MV-SI recall denominator."
60,60protocol,WEB3BUGS-60-H-02,Code4rena,High,SC,2022-01-24,https://github.com/code-423n4/2021-12-perennial-findings/issues/74,2021-12-perennial#h-02,2021-12-perennial,H-02,perennial,withdrawTo Does Not Sync Before Checking A Position's Margin Requirements,"Collateral.withdrawTo performs collateral withdrawal without settling the account/product first, so margin checks can use stale oracle-derived position maintenance.",A user can withdraw collateral while an account is undercollateralized if the oracle/product state has not been synced before the maintenance invariant check.,Call settleForAccount before withdrawal margin checks so maintenance is evaluated against current oracle-settled position state.,Web3Bugs report 60.md; Code4rena report; GitHub issue 74; Collateral.sol; AccountPosition.sol,yes,,MV-SI,Type-I-temporal-checkpoint,no,NA-no-strict-B0-match,FN0-no-same-finding-tag-row,"invariant=Before collateral withdrawal, account collateral must remain sufficient for the current settled position maintenance computed from the latest oracle/product version. | entities=Collateral ledger balance, account position maintenance state, oracle/product price version | primary=Collateral._products[product] account collateral balance | counterpart=product account position maintenance/current and next maintenance | external_proxy=oracle price/version used by product.maintenance and product.maintenanceNext | desync=withdrawTo debits collateral and then checks maintenanceInvariant without first settling/syncing the account to the latest oracle/product version. | sink=accounting | impact=loss | attacker=unprivileged | label_notes=Strict MV-SI: concrete collateral/position/oracle-price synchronization invariant; stale maintenance reaches the collateral withdrawal/accounting decision. | strict_match=No same-finding MV-Bench row was found for withdrawTo missing account/product settlement before maintenance checks."
60,60protocol,WEB3BUGS-60-M-01,Code4rena,Medium,,2022-01-24,https://github.com/code-423n4/2021-12-perennial-findings/issues/63,2021-12-perennial#m-01,2021-12-perennial,M-01,perennial,No checks if given product is created by the factory,Collateral accepts arbitrary product addresses instead of checking that a product was created by the protocol factory.,"A malicious product can return arbitrary maintenance values, trap deposits, and later liquidate or claim collateral from users who interact with the fake product.",Verify product addresses against a factory-maintained registry or query the factory before accepting product interactions.,Web3Bugs report 60.md; Code4rena report; GitHub issue 63; Collateral.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Collateral interactions should only accept products created by the trusted factory. | entities=product address validation | primary=IProduct product argument | counterpart=factory-created product registry | desync=Collateral methods trust an arbitrary product address supplied by the caller. | sink=access-decision | impact=loss | attacker=malicious-product-owner | label_notes=Missing product validation / trust-boundary bug, not stale state or strict MV-SI. | strict_match=Not in MV-SI recall denominator."
60,60protocol,WEB3BUGS-60-M-02,Code4rena,Medium,,2022-01-24,https://github.com/code-423n4/2021-12-perennial-findings/issues/13,2021-12-perennial#m-02,2021-12-perennial,M-02,perennial,Multiple initialization of Collateral contract,"Collateral.initialize lacks a one-time initializer guard, allowing setup values to be changed through repeated initialization under specific deployment conditions.","A malicious deployer or setup flow can initialize with one token/factory configuration, perform actions, and later reinitialize with the intended configuration, hiding the earlier setup.",Add a proper initializer guard / UInitializable pattern so Collateral can only be initialized once.,Web3Bugs report 60.md; Code4rena report; GitHub issue 13; Collateral.initialize,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Collateral initialization should be one-time and immutable after deployment setup. | entities=initialization state | primary=Collateral factory/token configuration | counterpart=initializer/lifecycle guard | desync=initialize can be called multiple times when the first setup uses a zero factory path. | sink=access-decision | impact=loss | attacker=malicious-deployer | label_notes=Initialization/lifecycle control risk, not strict MV/SV stale-state inconsistency. | strict_match=Not in MV-SI recall denominator."
60,60protocol,WEB3BUGS-60-M-03,Code4rena,Medium,,2022-01-24,https://github.com/code-423n4/2021-12-perennial-findings/issues/24,2021-12-perennial#m-03,2021-12-perennial,M-03,perennial,Chainlink's latestRoundData might return stale or incorrect results,"ChainlinkOracle.sync reads latestRoundData without validating stale rounds, round completion, or nonzero/positive price conditions.","The oracle can record or use stale Chainlink data as the protocol price, feeding stale price into downstream margin/accounting decisions.","Validate Chainlink round data using answeredInRound, timestamp, round completion, and positive price checks before accepting the value.",Web3Bugs report 60.md; Code4rena report; GitHub issue 24; ChainlinkOracle.sol,yes,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Accepted oracle price should be fresh and valid before being stored or used as the current protocol price. | entities=Chainlink latestRoundData answer | primary=ChainlinkOracle price value | external_proxy=Chainlink feed round data | desync=sync accepts latestRoundData without stale-round validation, allowing a stale price value to become the protocol oracle value. | sink=accounting | impact=loss | attacker=external-oracle-condition | label_notes=SV-SI: stale oracle read / missing Chainlink stale-data validation; not MV-SI because no persistent multi-entity synchronization invariant is required. | strict_match=Not in MV-SI recall denominator."
72,72openleverage-contracts,WEB3BUGS-72-H-01,Code4rena,High,L8,2022-03-09,https://github.com/code-423n4/2022-01-openleverage-findings/issues/75,2022-01-openleverage#h-01,2022-01-openleverage,H-01,openleverage,"OpenLevV1Lib's and LPool's doTransferOut functions call native payable.transfer, which can be unusable for smart contract calls",Native-token withdrawals use payable.transfer with the fixed 2300 gas stipend.,"Smart-contract recipients with fallback logic can be unable to receive native-token withdrawals, causing closeTrade, liquidate, redeem, borrow, or repay flows to fail.",Replace transfer with checked low-level call or Address.sendValue in the affected native-token transfer paths.,Web3Bugs report 72.md; Code4rena report; GitHub issue 75; OpenLevV1Lib.sol; LPool.sol,yes,"sheet=72openleverage-contracts | row=4 | abl=B0 | type=TP | finding=[multi_var_cross_contract] lpoolDistributions, {lpoolDistributions}, {block.timestamp, lpoolDistributions}, {lpoolDistributions}, markets, {markets}, locked, totalReserves, {reserveFactorMantissa, totalBorrows, totalReserves}, {totalBorrows, totalReserves}  tx-set -> liquidate(address,uint16,bool,uint256,uint256,bytes)   • write  contracts/OpenLevV1.sol:438  (OpenLevV1.('feesAndInsurance', ['address', 'uint256', 'address', 'uint16', 'uint256', 'uint256'], ['uint256']))   • write  contracts/liquidity/LPool.sol:982  (LPool.('reduceReserves', ['address', 'uint256'], []))   • read  contracts/ControllerV1.sol:349  (ControllerV1.('distributeRewards2Pool', ['address', 'uint256', 'uint256', 'uint64', 'uint64'], []))   • read  contracts/XOLE.sol:311  (XOLE.('_deposit_for', ['address', 'uint256', 'uint256', 'XOLEStorage.LockedBalance', 'int128'], [])) | report=https://github.com/code-423n4/2022-01-openleverage-findings/issues/75 | comments=[H-01]",other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Native-token transfer paths should support smart-contract recipients that need more than the transfer gas stipend. | entities=native payable transfer compatibility | primary=native-token transfer call | counterpart=recipient fallback gas behavior | desync=doTransferOut uses payable.transfer, so some recipient contracts cannot receive funds. | sink=transfer | impact=funds-freeze | attacker=smart-contract-recipient | label_notes=Gas-stipend / transfer-compatibility bug. It freezes withdrawals for some smart-contract recipients, but there is no multi-state synchronization invariant. | strict_match=Not in MV-SI recall denominator."
72,72openleverage-contracts,WEB3BUGS-72-M-01,Code4rena,Medium,,2022-03-09,https://github.com/code-423n4/2022-01-openleverage-findings/issues/208,2022-01-openleverage#m-01,2022-01-openleverage,M-01,openleverage,UniV2ClassDex.sol#uniClassSell() Tokens with fee on transfer are not fully supported,uniClassSell checks computed buyAmount against minBuyAmount instead of the actual bought balance delta for fee-on-transfer tokens.,A fee-on-transfer buy token can make the actual amount received lower than minBuyAmount while the computed getAmountOut value still passes the slippage check.,Compare the actual bought amount from before/after balance delta against minBuyAmount.,Web3Bugs report 72.md; Code4rena report; GitHub issue 208; UniV2ClassDex.sol,yes,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,"invariant=Slippage validation should be based on the actual amount received, not only the computed swap estimate. | entities=computed buyAmount and actual bought balance delta | primary=computed buyAmount | counterpart=actual bought balance delta | external_proxy=Uniswap-style pair reserves and fee-on-transfer token behavior | desync=uniClassSell validates buyAmount before computing and checking the actual bought delta. | sink=branch | impact=value-leakage | attacker=unprivileged | label_notes=Slippage/fee-on-transfer validation bug. It uses a computed amount instead of actual bought amount, not a persistent protocol state desynchronization. | strict_match=Not in MV-SI recall denominator."
