packet_row_id,source_pool,oracle_id,source_dataset,source_category,source_subcategory,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,finding_title,source_root_cause,source_exploitation_method,source_fix_strategy,evidence_source,mvbench_b0_candidate_rows,mvbench_all_candidate_rows,annotator_2_semantic_label,annotator_2_mvsi_subtype,annotator_2_strict_b0_match,annotator_2_matched_b0_bucket_id,annotator_2_fn_reason,annotator_2_notes
known-bug::WEB3BUGS-59-M-10,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-10,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/88,2021-11-malt#m-10,2021-11-malt,M-10,malt,AuctionParticipant.sol setReplenishingIndex mistake could freeze unclaimed tokens,"Admin can set replenishingIndex too high and cannot lower it, skipping auctions with unclaimed tokens.",A mistaken or malicious index increase strands claimable auction tokens below the new replenishingIndex.,Remove or constrain the setter; advance one index at a time only after proving prior auctions are fully claimed.,Web3Bugs report 59.md; Code4rena report; GitHub issue 88; AuctionParticipant.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-11,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-11,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/190,2021-11-malt#m-11,2021-11-malt,M-11,malt,No max for advanceIncentive,DAO admin can set advanceIncentive to an arbitrarily large value.,"advance then mints an excessive incentive amount to callers, enabling dilution or rug-pull behavior.",Enforce a reasonable maximum advanceIncentive.,Web3Bugs report 59.md; Code4rena report; GitHub issue 190; DAO.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-12,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-12,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/329,2021-11-malt#m-12,2021-11-malt,M-12,malt,Permissions - return values not checked when sending ETH,Permissions uses low-level call for ETH transfer without checking success.,Emergency ETH withdrawal can appear successful while the destination call failed.,Check the bool return value and revert on failed calls.,Web3Bugs report 59.md; Code4rena report; GitHub issue 329; Permissions.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-13,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-13,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/4,2021-11-malt#m-13,2021-11-malt,M-13,malt,Reducing the epoch length results in leaking value from advancement incentives,"DAO computes epoch eligibility from genesis timestamp and current epochLength, with no checkpoint for previous epoch lengths.","After admin reduces epochLength, advance can be called repeatedly to mint unnecessary incentives for epochs the old schedule already covered.",Store last epoch-length modification time or checkpoint epoch schedule when changing epochLength.,Web3Bugs report 59.md; Code4rena report; GitHub issue 4; DAO.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-14,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-14,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/250,2021-11-malt#m-14,2021-11-malt,M-14,malt,Wrong permissions on reassignGlobalAdmin,reassignGlobalAdmin requires TIMELOCK_ROLE but revokeRole also requires the caller to have ADMIN_ROLE.,"If the timelock only has TIMELOCK_ROLE, global admin reassignment reverts and role migration can be locked out.",Align role admin requirements with the intended caller or ensure timelock has the required admin role.,Web3Bugs report 59.md; Code4rena report; GitHub issue 250; Permissions.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-15,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-15,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/251,2021-11-malt#m-15,2021-11-malt,M-15,malt,Bonding does not work with fee-on transfer tokens,Bonding assumes amount transferred equals amount received for stake tokens.,A fee-on-transfer stake token makes _balanceCheck fail because the contract receives less than amount.,Measure balance before and after transfer and use the actual received amount.,Web3Bugs report 59.md; Code4rena report; GitHub issue 251; Bonding.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-16,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-16,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/56,2021-11-malt#m-16,2021-11-malt,M-16,malt,theft of system profit,Above-peg stabilization can be sandwiched so an attacker extracts value that would otherwise become system profit.,"Attacker sells Malt to move price, calls stabilize to push price lower, then buys back cheaper and repays flash-loaned Malt.",Consider stabilization during above-peg sells or redesign to reduce sandwichable profit extraction.,Web3Bugs report 59.md; Code4rena report; GitHub issue 56; PoolTransferVerification.sol; StabilizerNode.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-17,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-17,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/227,2021-11-malt#m-17,2021-11-malt,M-17,malt,Auction collateralToken will not work if token is fee-on-transfer token,Auction passes realCommitment to LiquidityExtension even if a fee-on-transfer collateral token delivers less than that amount.,purchaseAndBurn reverts because LiquidityExtension balance is below the amount parameter after transfer fees.,Use before/after balance deltas and pass actual received collateral to purchaseAndBurn.,Web3Bugs report 59.md; Code4rena report; GitHub issue 227; Auction.sol; LiquidityExtension.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-18,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-18,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/87,2021-11-malt#m-18,2021-11-malt,M-18,malt,AuctionParticipant.sol purchaseArbitrageTokens should not push duplicate auctions,"AuctionParticipant appends currentAuction to auctionIds on every purchase, allowing duplicate auction IDs.","Duplicate IDs cause claim/replenishingIndex logic to encounter repeated auctions with no additional yield, breaking incentive claims without manual intervention.","Prevent duplicate auction IDs, e.g. by using a mapping or membership check.",Web3Bugs report 59.md; Code4rena report; GitHub issue 87; AuctionParticipant.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-19,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-19,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/370,2021-11-malt#m-19,2021-11-malt,M-19,malt,MiningService.setBonding should use BONDING role instead of REINVESTOR one,setBonding swaps REINVESTOR_ROLE instead of BONDING_ROLE.,"After changing bonding, BONDING_ROLE remains unmanaged or assigned incorrectly, breaking intended role access.",Swap BONDING_ROLE in setBonding.,Web3Bugs report 59.md; Code4rena report; GitHub issue 370; MiningService.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-20,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-20,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/188,2021-11-malt#m-20,2021-11-malt,M-20,malt,Users Can Contribute To An Auction Without Directly Committing Collateral Tokens,purchaseArbitrageTokens separates realCommitment accounting from collateral already sent to LiquidityExtension.,"A user directly sends collateral to LiquidityExtension, calls purchaseArbitrageTokens with amount zero, and receives purchased Malt effects without commitment cap accounting.",Require nonzero realCommitment and base auction accounting on actual committed collateral flow.,Web3Bugs report 59.md; Code4rena report; GitHub issue 188; Auction.sol; LiquidityExtension.sol,,"sheet=59src | row=68 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> purchaseArbitrageTokens(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • write  contracts/Auction.sol:198  (Auction.('purchaseArbitrageTokens', ['uint256'], []))   • read  contracts/Auction.sol:186  (Auction.('purchaseArbitrageTokens', ['uint256'], []))   • read  contracts/Auction.sol:859  (Auction.('allocateArbRewards', ['uint256'], ['uint256'])) | report= | comments=[M-20], [L-13] || sheet=59src | row=106 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> averageMaltPrice(uint256), consult(uint256)   • write  contracts/Auction.sol:643  (Auction.('_finalizeAuction', ['uint256'], []))   • read  contracts/Auction.sol:335  (Auction.('averageMaltPrice', ['uint256'], ['uint256'])) | report= | comments=[M-20]",,,,,,
known-bug::WEB3BUGS-59-M-21,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-21,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/191,2021-11-malt#m-21,2021-11-malt,M-21,malt,StabilizerNode Will Mint An Incentive For Triggering An Auction Even If An Auction Exists Already,StabilizerNode and Auction use auctionActive and auctionExists inconsistently.,"When an inactive auction exists, stabilize rewards the caller even though triggerAuction returns without starting a new auction.",Use auctionExists and auctionActive consistently before minting the auction-trigger incentive.,Web3Bugs report 59.md; Code4rena report; GitHub issue 191; StabilizerNode.sol; Auction.sol,,"sheet=59src | row=62 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionActive(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:269  (Auction.('auctionActive', ['uint256'], ['bool'])) | report= | comments=[M-21] || sheet=59src | row=64 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionExists(uint256), realValueOfLPToken(uint256)   • write  contracts/Auction.sol:772  (Auction.('_resetAuctionMaxCommitments', [], []))   • read  contracts/Auction.sol:383  (Auction.('auctionExists', ['uint256'], ['bool'])) | report= | comments=[M-21] || sheet=59src | row=101 | abl=B1 | type=TP | finding=[single_var_cross_tx] idToAuction  tx-set -> auctionExists(uint256), consult(uint256)   • write  contracts/Auction.sol:643  (Auction.('_finalizeAuction', ['uint256'], []))   • read  contracts/Auction.sol:383  (Auction.('auctionExists', ['uint256'], ['bool'])) | report= | comments=[M-21]",,,,,,
known-bug::WEB3BUGS-59-M-22,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-22,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/215,2021-11-malt#m-22,2021-11-malt,M-22,malt,_calculateMaltRequiredForExit Uses Spot Price To Calculate Malt Quantity In exitEarly,AuctionEscapeHatch uses manipulable spot price from Uniswap reserves to calculate early-exit Malt quantity.,An attacker manipulates spot price with a flash loan and exits auction position on favorable manipulated terms.,Use a TWAP or manipulation-resistant oracle for exit pricing.,Web3Bugs report 59.md; Code4rena report; GitHub issue 215; AuctionEscapeHatch.sol; UniswapHandler.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-23,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-23,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/228,2021-11-malt#m-23,2021-11-malt,M-23,malt,addLiquidity Does Not Reset Approval If Not All Tokens Were Added To Liquidity Pool,UniswapHandler approves full balances before addLiquidity but does not reset unused approval when router consumes less than the full balance.,Dust approvals accumulate and can cause token compatibility issues or leave stale router allowance.,Reset approval when maltUsed or rewardUsed is less than approved balance.,Web3Bugs report 59.md; Code4rena report; GitHub issue 228; UniswapHandler.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-24,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-24,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/229,2021-11-malt#m-24,2021-11-malt,M-24,malt,_distributeRewards Does Not Reset Approval If Not All Tokens Were Allocated,"StabilizerNode approves Auction for a fixed reward amount before allocateArbRewards, but Auction may allocate less.",Residual token approval accumulates in StabilizerNode and can cause stale allowance or token compatibility issues.,Reset approval when allocated reward is less than the approved rewarded amount.,Web3Bugs report 59.md; Code4rena report; GitHub issue 229; StabilizerNode.sol; Auction.sol,,,,,,,,
known-bug::WEB3BUGS-59-M-25,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-25,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/372,2021-11-malt#m-25,2021-11-malt,M-25,malt,AMM pool can be drained using a flashloan and calling stabilize,StabilizerNode gates stabilization on short TWAP but calculates trade size from directly manipulated AMM reserves.,"Attacker waits for TWAP threshold, flashloan-manipulates pool reserves, calls stabilize, and causes excessive rewardToken removal/distribution.",Use TWAP or manipulation-resistant data for trade-size calculation.,Web3Bugs report 59.md; Code4rena report; GitHub issue 372; StabilizerNode.sol; UniswapHandler.sol,,,,,,,,
