packet_row_id,source_pool,oracle_id,source_dataset,source_category,source_subcategory,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,finding_title,source_root_cause,source_exploitation_method,source_fix_strategy,evidence_source,mvbench_b0_candidate_rows,mvbench_all_candidate_rows,annotator_2_semantic_label,annotator_2_mvsi_subtype,annotator_2_strict_b0_match,annotator_2_matched_b0_bucket_id,annotator_2_fn_reason,annotator_2_notes,c4_verdict,c4_reason
known-bug::WEB3BUGS-59-M-27,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-27,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/257,2021-11-malt#m-27,2021-11-malt,M-27,malt,Slippage checks when adding liquidity are too strict,"UniswapHandler.addLiquidity uses entire contract balances and 95 percent minimums, assuming local balances match pool ratio.","An attacker sends tokens directly to UniswapHandler to unbalance balances, causing addLiquidity to revert.",Avoid direct-balance assumptions; accept caller parameters or compute balanced amounts from reserves.,Web3Bugs report 59.md; Code4rena report; GitHub issue 257; UniswapHandler.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: addLiquidity slippage bounds gate liquidity provision—a liveness decision boundary; b: direct-balance imbalance causes addLiquidity to revert, denying legitimate liquidity provision; c: attacker sends tokens directly to UniswapHandler to trivially trigger the revert."
known-bug::WEB3BUGS-59-M-28,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-28,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/234,2021-11-malt#m-28,2021-11-malt,M-28,malt,Bonding.sol _unbondAndBreak does not account for edge case where no tokens are returned,"UniswapHandler returns LP tokens to Bonding when removeLiquidity returns zero Malt or reward tokens, but Bonding expects token proceeds.",User unbonds and breaks LP during the zero-return edge case; LP tokens are sent back to Bonding and become stuck instead of returned to user.,Handle the zero-return case in Bonding by reverting or forwarding LP tokens back to the user.,Web3Bugs report 59.md; Code4rena report; GitHub issue 234; Bonding.sol; UniswapHandler.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Bonding LP-token accounting governs asset return on unbonding—an economic decision boundary; b: zero-return edge case routes LP tokens to Bonding instead of user, denying the user their assets; c: realistic during low-liquidity or edge-case pool states where removeLiquidity returns zero."
known-bug::WEB3BUGS-59-M-29,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-29,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/325,2021-11-malt#m-29,2021-11-malt,M-29,malt,User can bypass Recovery Mode via UniswapHandler to buy Malt,"Recovery mode blocks buying Malt, but UniswapHandler is whitelisted and addLiquidity can be abused with directly supplied tokens.","User swaps DAI to Malt with recipient UniswapHandler, adds matching liquidity, and gains exposure despite the buy block.",Disable addLiquidity or otherwise constrain handler paths during recovery mode.,Web3Bugs report 59.md; Code4rena report; GitHub issue 325; README Recovery Mode docs; UniswapHandler.sol; PoolTransferVerification.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Recovery-mode buy restriction is a security decision boundary; b: addLiquidity path through whitelisted UniswapHandler allows bypassing the Malt-buy block, granting unauthorized Malt acquisition; c: any user can route a swap through UniswapHandler using the addLiquidity path."
known-bug::WEB3BUGS-59-M-30,Web3Bugs-Code4rena-complement,WEB3BUGS-59-M-30,Code4rena,Medium,NA,2022-02-14,https://github.com/code-423n4/2021-11-malt-findings/issues/373,2021-11-malt#m-30,2021-11-malt,M-30,malt,Malt Protocol Uses Stale Results From MaltDataLab Which Can Be Abused By Users,MaltDataLab price and pool moving averages are updated by an external updater rather than inline with state-changing protocol paths.,"If updates are censored or delayed, stabilize and other sensitive calls consume stale MaltDataLab values and can mint repeated incentives or misprice protocol actions.",Inline MaltDataLab tracking updates where relevant and use cumulative/TWAP data rather than spot samples.,Web3Bugs report 59.md; Code4rena report; GitHub issue 373; README MaltDataLab docs; MaltDataLab.sol; StabilizerNode.sol,,"sheet=59src | row=109 | abl=B1 | type=TP | finding=[multi_var_cross_contract] idToAuction, unclaimedArbTokens, epochState, {epochState}, _currentEpoch, samples, cumulativeValue, blockTimestampLast, counter  tx-set -> consult(uint256)   • write  contracts/MovingAverage.sol:208  (MovingAverage.('update', ['uint256'], []))   • write  contracts/Bonding.sol:318  (Bonding.('_updateEpochState', ['uint256'], []))   • read  contracts/Bonding.sol:299  (Bonding.('_updateEpochState', ['uint256'], []))   • read  contracts/Auction.sol:640  (Auction.('_finalizeAuction', ['uint256'], [])) | report= | comments=[M-30] || sheet=59src | row=151 | abl=B2 | type=TP | finding=[multi_var_cross_contract] idToAuction, unclaimedArbTokens, epochState, {epochState}, _currentEpoch, samples, cumulativeValue, blockTimestampLast, counter, daoRewardCut, lpRewardCut, callerRewardCut, auctionPoolRewardCut, swingTraderRewardCut, deployedCapital, {10, deployedCapital}  tx-set -> unbond(uint256)   • write  contracts/Bonding.sol:284  (Bonding.('_updateEpochState', ['uint256'], []))   • write  contracts/MovingAverage.sol:208  (MovingAverage.('update', ['uint256'], []))   • read  contracts/MovingAverage.sol:291  (MovingAverage.('updateCumulative', ['uint256'], []))   • read  contracts/MovingAverage.sol:294  (MovingAverage.('updateCumulative', ['uint256'], [])) | report= | comments=[M-30]",,,,,,,Y,"a: MaltDataLab price/pool averages feed stabilize and other sensitive paths—economic decision boundaries; b: stale data causes repeated incentive minting or mispricing, corrupting accounting; c: an external updater can be censored or delayed, and anyone can then call stabilize to harvest repeated incentives."
known-bug::WEB3BUGS-104-H-01,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-01,Code4rena,High,L8,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/52,2022-03-joyn#h-01,2022-03-joyn,H-01,joyn,ERC20 transferFrom return values not checked,ERC20 transferFrom return values are ignored in payment paths.,"A token can return false without reverting, allowing NFT mint/payment logic to proceed despite failed payment.",Check transferFrom success or use SafeERC20.safeTransferFrom.,Web3Bugs report 104.md; Code4rena report; GitHub issue 52; ERC721Payable.sol; CoreCollection.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Payment verification gates NFT minting—an economic decision boundary; b: ignored false return allows minting without successful payment, granting unauthorized NFT ownership; c: any non-reverting ERC20 that returns false exploits this path immediately."
known-bug::WEB3BUGS-104-H-02,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-02,Code4rena,High,S5-3,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/3,2022-03-joyn#h-02,2022-03-joyn,H-02,joyn,Splitter: Anyone can call incrementWindow to steal the tokens in the contract,incrementWindow trusts caller-provided RoyaltyVault interface responses instead of a specific authorized vault.,"A fake RoyaltyVault can increment windows so balanceForWindow exceeds real splitter funds, then claims drain contract tokens.",Restrict incrementWindow to the authorized RoyaltyVault address.,Web3Bugs report 104.md; Code4rena report; GitHub issue 3; Splitter.sol,,,ISU-other,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Splitter window balance tracking is an economic decision boundary; b: unauthenticated incrementWindow allows a fake RoyaltyVault to inflate balanceForWindow and drain the splitter, granting unauthorized fund access; c: any actor can deploy a fake RoyaltyVault and call incrementWindow."
known-bug::WEB3BUGS-104-H-03,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-03,Code4rena,High,L4,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/6,2022-03-joyn#h-03,2022-03-joyn,H-03,joyn,DoS: claimForAllWindows() May Be Made Unusable By An Attacker,claimForAllWindows iterates over unbounded currentWindow.,An attacker or organic growth can make currentWindow large enough that claimForAllWindows exceeds block gas limits.,Add ranged claims over startWindow/endWindow.,Web3Bugs report 104.md; Code4rena report; GitHub issue 6; Splitter.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: claimForAllWindows is the reward-claim execution path—a liveness decision boundary; b: unbounded iteration makes claiming exceed block gas limit, denying legitimate reward claims; c: attacker or organic growth can inflate currentWindow to block all claims."
known-bug::WEB3BUGS-104-H-04,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-04,Code4rena,High,S5-3,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/4,2022-03-joyn#h-04,2022-03-joyn,H-04,joyn,CoreCollection can be reinitialized,CoreCollection.initialize sets initialized but does not enforce it.,Owner can rerun initialize and reset core collection variables such as payableToken.,Add onlyUnInitialized guard to initialize.,Web3Bugs report 104.md; Code4rena report; GitHub issue 4; CoreCollection.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Initialization state controls core collection variables—a security decision boundary; b: missing guard allows owner to re-run initialize and reset payableToken and other critical vars, granting unauthorized reconfiguration; c: owner can call initialize again at any time."
known-bug::WEB3BUGS-104-H-05,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-05,Code4rena,High,O1,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/9,2022-03-joyn#h-05,2022-03-joyn,H-05,joyn,Centralisation Risk: Owner Of RoyaltyVault Can Take All Funds,RoyaltyVault owner can set platformFee arbitrarily high.,Owner can set platform fee to capture all vault funds or block sendToSplitter/NFT transfer flows.,"Cap platformFee, prevent increases, and/or send current funds to splitter before fee changes.",Web3Bugs report 104.md; Code4rena report; GitHub issue 9; RoyaltyVault.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: platformFee controls fund distribution ratio—an economic decision boundary; b: unbounded platformFee allows owner to capture all vault funds, granting unauthorized fund drain; c: owner can set fee to 100% and collect immediately."
known-bug::WEB3BUGS-104-H-06,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-06,Code4rena,High,L5,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/108,2022-03-joyn#h-06,2022-03-joyn,H-06,joyn,STORAGE COLLISION BETWEEN PROXY AND IMPLEMENTATION (LACK EIP 1967),Proxy stores implementation/admin state in ordinary storage layout rather than EIP-1967 slots.,Implementation storage changes can collide with proxy storage and brick or corrupt the contract.,Use EIP-1967 unstructured storage slots or standard proxy implementations.,Web3Bugs report 104.md; Code4rena report; GitHub issue 108; CoreProxy.sol,,,ISU-other,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Proxy storage layout is the security/integrity decision boundary for all upgrades; b: storage collision can corrupt critical contract state or grant privilege escalation, breaking liveness and security; c: any upgrade operation can trigger storage collision."
known-bug::WEB3BUGS-104-H-07,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-07,Code4rena,High,L1,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/121,2022-03-joyn#h-07,2022-03-joyn,H-07,joyn,Duplicate NFTs Can Be Minted if payableToken Has a Callback Attached to it,mintToken performs payableToken payment before mint effects update totalSupply.,"A callback-enabled payableToken reenters mintToken while totalSupply is stale, bypassing supply/tokenId assumptions and minting duplicate NFTs.",Add reentrancy protection and follow checks-effects-interactions.,Web3Bugs report 104.md; Code4rena report; GitHub issue 121; CoreCollection.sol; ERC721Payable.sol,,,SV-SI,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: totalSupply tracks NFT mint eligibility—an accounting decision boundary; b: reentrancy before totalSupply update allows minting duplicate NFTs without proper accounting, granting unauthorized asset creation; c: any callback-enabled payableToken can trigger the reentrant mint."
known-bug::WEB3BUGS-104-H-08,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-08,Code4rena,High,L8,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/80,2022-03-joyn#h-08,2022-03-joyn,H-08,joyn,Funds cannot be withdrawn in CoreCollection.withdraw,"withdraw uses transferFrom(address(this), msg.sender, amount) instead of transfer.",ERC20 allowance requirements can make the collection unable to withdraw its own funds.,Use transfer for self-held tokens or SafeERC20.safeTransfer.,Web3Bugs report 104.md; Code4rena report; GitHub issue 80; CoreCollection.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: withdraw is the fund-retrieval decision path—an economic/liveness decision boundary; b: using transferFrom instead of transfer means the contract cannot withdraw its own funds, denying legitimate withdrawal; c: any call to CoreCollection.withdraw exercises the broken path."
known-bug::WEB3BUGS-104-H-09,Web3Bugs-Code4rena-complement,WEB3BUGS-104-H-09,Code4rena,High,L8,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/83,2022-03-joyn#h-09,2022-03-joyn,H-09,joyn,ERC20 tokens with no return value will fail to transfer,RoyaltyVault uses ERC20 interface calls that expect boolean return data.,Non-standard ERC20 tokens with no return value can revert despite successful transfer semantics.,Use SafeERC20.,Web3Bugs report 104.md; Code4rena report; GitHub issue 83; RoyaltyVault.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Token transfer for royalty distribution is an economic/liveness decision boundary; b: missing return-value handling causes revert for non-standard ERC20 tokens, denying legitimate royalty distribution; c: tokens like USDT that don't return a bool are widely used and trigger this."
known-bug::WEB3BUGS-104-M-01,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-01,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/33,2022-03-joyn#m-01,2022-03-joyn,M-01,joyn,DoS: Attacker May Front-Run createSplit() With A merkleRoot Causing Future Transactions With The Same merkleRoot to Revert,createSplit uses merkleRoot as CREATE2 salt.,Attacker front-runs with the same merkleRoot/salt so the legitimate split deployment reverts.,Remove salt or include msg.sender/project-specific data in salt.,Web3Bugs report 104.md; Code4rena report; GitHub issue 33; SplitFactory.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Split contract deployment is a liveness/economic decision boundary; b: front-running with the same salt denies legitimate split deployment, blocking royalty distribution; c: any mempool observer can front-run createSplit with the same merkleRoot."
known-bug::WEB3BUGS-104-M-02,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-02,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/8,2022-03-joyn#m-02,2022-03-joyn,M-02,joyn,Fixed Amount of Gas Sent in Call May Be Insufficient,attemptETHTransfer uses a fixed 30000 gas stipend.,Receiver contracts or future gas repricing may make ETH withdrawals fail.,Avoid fixed gas stipend and use reentrancy guards / CEI.,Web3Bugs report 104.md; Code4rena report; GitHub issue 8; Splitter.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: ETH transfer success gates withdrawal completion—an economic/liveness decision boundary; b: fixed 30000 gas stipend can fail for contract recipients with non-trivial fallbacks, denying legitimate ETH withdrawal; c: multi-sigs and contract wallets are common recipients."
known-bug::WEB3BUGS-104-M-03,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-03,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/130,2022-03-joyn#m-03,2022-03-joyn,M-03,joyn,RoyaltyVault.sol is Not Equipped to Handle On-Chain Royalties From Secondary Sales,Protocol lacks on-chain secondary-sale royalty handling despite docs/intent.,Secondary royalties depend on off-chain marketplace configuration and can be bypassed on other marketplaces.,Implement on-chain royalty support such as ERC2981.,Web3Bugs report 104.md; Code4rena report; GitHub issue 130; README.md; RoyaltyVault.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,N,"This is a missing feature (on-chain royalty enforcement is absent), not an inconsistent tuple. There is no internal state that is inconsistently consumed at a decision boundary; the royalty enforcement simply does not exist on-chain. Conditions (a) and (b) require an inconsistent state reaching a decision point, which is absent here."
known-bug::WEB3BUGS-104-M-04,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-04,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/26,2022-03-joyn#m-04,2022-03-joyn,M-04,joyn,createProject can be frontrun,Anyone can call createProject for an available project id.,Attacker front-runs project creation and becomes collection owner.,Use whitelist or signed authorization for project creation.,Web3Bugs report 104.md; Code4rena report; GitHub issue 26; CoreFactory.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Project creation determines collection ownership—a security/governance decision boundary; b: unrestricted createProject allows an attacker to front-run and become collection owner, granting unauthorized control; c: any mempool observer can front-run createProject."
known-bug::WEB3BUGS-104-M-05,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-05,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/27,2022-03-joyn#m-05,2022-03-joyn,M-05,joyn,Gas costs will likely result in any fees sent to the Splitter being economically unviable to recover,"Each NFT sale can create a separate splitter window, forcing costly per-window claims.",Royalty recipients may spend more gas claiming small per-window fees than the fees are worth.,Remove or redesign window mechanism; make royalty splitting asynchronous/aggregated.,Web3Bugs report 104.md; Code4rena report; GitHub issue 27; CoreCollection.sol; RoyaltyVault.sol; Splitter.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Royalty-claim gas cost is an economic liveness decision boundary; b: per-sale window design makes claiming economically unviable for small royalties, effectively denying legitimate claim ability; c: any royalty recipient for small-value sales is unable to economically recover their share."
known-bug::WEB3BUGS-104-M-06,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-06,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/37,2022-03-joyn#m-06,2022-03-joyn,M-06,joyn,CoreCollection's token transfer can be disabled,Royalty splitting during token transfer assumes royaltyAsset handles zero transfers and direct tiny balances safely.,Attacker manipulates RoyaltyVault balance to one wei so sendToSplitter attempts zero/invalid transfers and blocks NFT transfers for certain tokens.,"Make sendToSplitter fail-safe, add thresholds, or avoid requiring royalty distribution during NFT transfers.",Web3Bugs report 104.md; Code4rena report; GitHub issue 37; CoreCollection.sol; RoyaltyVault.sol; Splitter.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: NFT transfer hook calls sendToSplitter—a liveness decision boundary; b: 1-wei vault balance manipulation causes zero-transfer attempt that reverts, blocking all NFT transfers; c: attacker sends 1 wei to vault to trivially trigger the DoS."
known-bug::WEB3BUGS-104-M-07,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-07,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/43,2022-03-joyn#m-07,2022-03-joyn,M-07,joyn,Ineffective Handling of FoT or Rebasing Tokens,RoyaltyVault records nominal splitterShare in Splitter windows rather than actual tokens received after transfer.,"FoT/rebasing tokens make Splitter balance diverge from recorded window amount, causing overclaims, underclaims, or stuck funds.",Measure Splitter balance before/after transfer and increment window by actual received amount; document unsupported tokens if not supported.,Web3Bugs report 104.md; Code4rena report; GitHub issue 43; RoyaltyVault.sol; Splitter.sol,,,,,,,,,Y,"a: Splitter window amount tracks claimable royalties—an economic decision boundary; b: nominal amount overstates actual received tokens for FoT/rebasing tokens, causing overclaims or stuck funds and corrupting accounting; c: any fee-on-transfer token used as royaltyAsset triggers the divergence."
known-bug::WEB3BUGS-104-M-08,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-08,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/50,2022-03-joyn#m-08,2022-03-joyn,M-08,joyn,"CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches",startingIndex randomness uses predictable block.number-derived data.,Users can predict future starting indexes and game NFT minting to target rare items.,Use stronger randomness such as commit-reveal or VRF-like source.,Web3Bugs report 104.md; Code4rena report; GitHub issue 50; CoreCollection.sol,"sheet=104core-contracts | row=2 | abl=B0 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:261  (CoreCollection.('mint', ['address'], ['uint256'])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches”","sheet=104core-contracts | row=2 | abl=B0 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:261  (CoreCollection.('mint', ['address'], ['uint256'])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=3 | abl=B1 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=4 | abl=B2 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=5 | abl=B3 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:231  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256'])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=6 | abl=B4 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:261  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:231  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches” || sheet=104core-contracts | row=7 | abl=B6 | type=TP | finding=[single_var_cross_tx] startingIndex  tx-set -> setStartingIndex()   • write  contracts/CoreCollection.sol:225  (CoreCollection.('setStartingIndex', [], []))   • read  contracts/CoreCollection.sol:264  (CoreCollection.('mint', ['address'], ['uint256']))   • read  contracts/CoreCollection.sol:220  (CoreCollection.('setStartingIndex', [], [])) | report=https://github.com/code-423n4/2022-03-joyn-findings/issues/50 | comments=[M-08] “CoreCollection: Starting index is pseudo-randomly generated, allowing for gameable NFT launches”",other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: startingIndex assignment determines NFT rarity allocation—an economic/fairness decision boundary; b: predictable block.number-derived randomness allows gaming rare-item targeting, granting unauthorized economic advantage; c: any sophisticated user can compute the future starting index."
known-bug::WEB3BUGS-104-M-09,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-09,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/53,2022-03-joyn#m-09,2022-03-joyn,M-09,joyn,Differing percentage denominators causes confusion and potentially brick claims,Code defines PERCENTAGE_SCALE differently from denominator actually used in calculations.,"Users may build Merkle splits with the wrong denominator, causing claim amounts to exceed funds and fail.",Remove unused PERCENTAGE_SCALE or align denominator constants and docs.,Web3Bugs report 104.md; Code4rena report; GitHub issue 53; Splitter.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: Merkle-proof claim amount is an economic decision boundary; b: mismatched PERCENTAGE_SCALE causes claims to exceed actual fund balance and revert, denying legitimate claim ability; c: any user who builds a Merkle split using the documented constant exercises the broken path."
known-bug::WEB3BUGS-104-M-10,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-10,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/112,2022-03-joyn#m-10,2022-03-joyn,M-10,joyn,Add a timelock to setPlatformFee(),Critical platform fee changes lack timelock delay.,Users cannot react before privileged fee changes take effect.,Add timelock to setPlatformFee.,Web3Bugs report 104.md; Code4rena report; GitHub issue 112; SplitFactory.sol; RoyaltyVault.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,"a: platformFee is an economic decision boundary affecting fund distribution; b: instantaneous fee change without timelock allows admin to extract maximum value before users can react, distorting governance decisions; c: admin can change fee instantly to 100% before any user can exit."
known-bug::WEB3BUGS-104-M-11,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-11,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/81,2022-03-joyn#m-11,2022-03-joyn,M-11,joyn,Not handling return value of transferFrom command can create inconsistency,transferFrom return value is unchecked before emitting events.,"If transferFrom fails by returning false, protocol emits events that downstream systems may treat as successful transfer/payment.",Require transferFrom success before emitting success events.,Web3Bugs report 104.md; Code4rena report; GitHub issue 81; CoreCollection.sol; ERC721Payable.sol,,,other-logical-bug,NA,not_applicable,NA-not-MVSI,NA-not-MVSI,,Y,a: transferFrom return value gates payment confirmation—an economic decision boundary; b: emitting success events despite failed transfer corrupts accounting and misleads downstream systems; c: any non-reverting token that returns false exercises this path.
known-bug::WEB3BUGS-104-M-12,Web3Bugs-Code4rena-complement,WEB3BUGS-104-M-12,Code4rena,Medium,NA,2022-07-25,https://github.com/code-423n4/2022-03-joyn-findings/issues/73,2022-03-joyn#m-12,2022-03-joyn,M-12,joyn,"CoreCollection.setRoyaltyVault doesn't check royaltyVault.royaltyAsset against payableToken, resulting in potential permanent lock of payableTokens in RoyaltyVault",CoreCollection can bind to a RoyaltyVault whose royaltyAsset differs from the collection payableToken.,"Minting fees in payableToken are transferred to an incompatible RoyaltyVault that only distributes royaltyAsset, permanently locking payableToken funds.",Check payableToken equals RoyaltyVault.royaltyAsset before setting royaltyVault.,Web3Bugs report 104.md; Code4rena report; GitHub issue 73; CoreCollection.sol; ERC721Payable.sol; RoyaltyVault.sol,,,,,,,,,Y,"a: royaltyAsset/payableToken compatibility gates fund routing—an economic decision boundary; b: binding to an incompatible vault permanently locks payableToken fees with no recovery path, corrupting accounting; c: any admin who sets a RoyaltyVault with mismatched royaltyAsset triggers the lock."
